,CO2,CO2 bad,Norwegian Balance
0,107.64539242133591,109.60031065680914,2.100106439430329
1,120.60440806880058,122.8674236578164,5.427651923188043
2,113.5193012863389,114.73862753246489,-1.2960664157062294
3,127.81702710763085,129.33888511328365,-1.7407020841483742
4,118.29294939504872,120.04309978151993,3.0988535979674117
5,115.19491574314304,116.60490000648643,0.16566058535484016
6,117.33253033295273,118.38969566242588,-3.398536689811355
7,118.088562439377,119.63747888465107,-1.1446367259475045
8,117.38741812367425,118.68913664816823,-1.298438686163469
9,110.61695482023966,112.5483676653337,1.790968112422773
10,118.54810525364451,120.26700326389214,1.1265022044763067
11,106.32075177379639,108.21907168073318,2.937854003676848
12,122.74356391519424,123.79911618390528,-3.5278201296541356
13,125.68465159433246,126.95592675713768,-0.8861039238124723
14,120.8675872708997,122.21370427137893,-0.1331761520215224
15,125.3317120398615,126.85045267320736,-0.04059679438582831
16,127.63420917948808,128.74163837418502,-2.2706698140556303
17,120.06036757381989,122.01265154526433,2.9776401280295546
18,107.96183276427743,109.34500399544126,-0.5435076539688227
19,121.55756710750636,123.16627258580735,2.1240118737295917
20,121.45527778746177,122.70175747336775,-1.7488208321225094
21,130.07307507638362,131.98509154703538,2.853667938705501
22,123.32834363563165,124.89020714361186,1.8085810586415767
23,121.50908167342311,122.90780981604074,-0.02170518168828264
24,105.4158207082213,107.52793609372635,4.356276696979183
25,115.53632046852157,117.20191648391656,-0.08682279016704206
26,130.17334029103827,131.8304494622308,0.1839594785825915
27,120.75648920160339,122.35814222670584,0.06195024027875042
28,124.05464170183856,125.46272963873753,-1.4087763976023384
29,116.35541378516717,117.58030728604486,-1.7311206202244884
30,117.04234727524215,118.45824671490197,-1.4607079914286496
31,106.79043460965217,108.36124529171975,1.4775201797355708
32,117.9330979660192,119.11892819358367,-1.0698943114550825
33,118.8556257901058,120.29538079120671,1.136494344513727
34,115.93472636172774,117.20883454672038,-1.8237398476340048
35,106.13779744200772,108.01304016732912,2.5280571028499446
36,110.33369974707661,112.05906676865632,0.92620179403632
37,107.13545406760434,108.64780226098397,-0.4775402306048879
38,111.16795903167488,112.89814076195084,2.241763130526397
39,115.5116810218066,117.23567031732985,-0.23444524041467346
40,116.97323082684329,118.00112239932479,-2.880523567296875
41,120.61291356840262,122.4947135693472,0.8788374441517757
42,115.37081685392786,117.21793008192064,1.7884425643236999
43,118.98062908582808,120.31979692918134,-0.4061963581749541
44,125.87446259646984,126.90765856017133,-1.5012529888691846
45,125.48529650075804,126.89445616573218,-0.3664438336986059
46,119.6067954148398,121.28813438547417,0.6834543355933614
47,115.79230928334735,117.60444950817615,2.160267363171975
48,123.85300005821982,125.59813266021565,1.5735389782538907
49,118.15145249572726,119.48401547462507,-1.4310696066670345
50,111.61223984814596,113.05926568566063,-1.594221328309777
51,114.4122676662732,115.82948994488862,0.6182446353008123
52,114.64711696727649,116.68980337157248,4.1605686622572335
53,123.29420092923486,124.96632131008953,1.1442023682674631
54,109.35654696077327,111.04250808986865,0.8953258520596458
55,125.62888911683699,127.09537872643165,-0.5748609793598941
56,109.60359278981802,111.25811613911401,1.5967690421184697
57,120.41374539980558,121.52018330877694,-4.173815577218735
58,124.59489450439385,126.03841198181232,-0.7510972678564651
59,110.41726992402808,111.84340176506228,-1.9184548680209041
60,115.23174067531068,116.99663914824403,1.3152720321864475
61,118.82917409003669,120.2591652721366,-1.4593334741856554
62,117.08993223721468,118.92166811666435,2.629274735170121
63,123.4525489908439,124.61265399245143,-4.568580128195539
64,128.46048687610067,129.5266472931359,-2.7170484756752953
65,119.52619420329391,121.24272361575403,2.388877826987591
66,113.00698712292096,114.88256049491397,2.575120491362463
67,122.812773409585,124.50518936289932,1.0894363993559206
68,123.33513961155222,124.56116098060674,-2.18635058169554
69,126.79819270286632,128.09994578970134,-1.0599203758073332
70,121.66399501620883,122.88899416730217,-0.9191081914767069
71,117.65414602640138,119.6441440115264,3.8468863995175653
72,125.37436982960195,126.83415932539363,0.9538365185163151
73,122.53126876827437,124.01764045915942,0.3955992799688254
74,120.72253330577054,122.78563882983515,3.0842524991573503
75,123.21135412767774,124.86425537445822,2.3805750723193815
76,120.09324891166666,122.01128898542152,1.404074272998425
77,109.57950197574907,111.00644187252665,-0.6758287648579616
78,119.75544387771063,121.71179412633457,1.394428360200702
79,126.79158951564575,128.11146728118212,-0.7706114971976354
80,122.2349597856269,123.87750349690381,1.4900934540132724
81,106.34958376765015,108.28387216913032,1.9783283704617867
82,115.81693785378994,117.21595738589818,0.5352515611549283
83,130.38639413919998,131.33004730083124,-2.454402880744681
84,113.87810836003366,115.36206170322046,0.8700297045093437
85,111.46667010991354,112.93142591467998,0.8503590289465264
86,122.2516945937028,123.85561719318093,1.0329206601276304
87,121.86135618853757,123.44036377164655,1.912422673895506
88,128.19435346592294,129.75320632468186,1.4104306785148633
89,120.24448800380156,121.99451147537125,1.8976522114969143
90,105.74568031862812,107.35664596124909,0.17941263278112188
91,122.86066064329258,124.36835249387015,0.6162777967275614
92,112.0442575744288,113.77171407360058,1.4268202753895272
93,133.5019792743635,134.98603973971643,-0.2595852950254446
94,113.2800419205023,114.60653138379698,-0.1330357180609354
95,116.84928018758048,118.91399399262652,3.3351333291003855
96,120.80366534313995,122.0151587932178,-2.8421361083248224
97,117.72551721866006,119.8578617766827,3.2152363993503688
98,118.32209805701468,119.66574974051787,-1.6702789045035897
99,115.54656488850449,116.47049879498526,-4.459056635127014
