,CO2,Norwegian Balance,Norwegian export,CO2 bad,Germany,Platforms
0,76.15482952749149,-13.488893812772735,-2.476068626314956,76.16320396704951,0.245930915431365,0.030452507483729335
1,81.67101677188961,-11.34481830357987,0.49849025689378185,81.69355349945411,1.3650747253410054,0.08195173659819398
2,75.81805925892549,-19.398554475781687,-1.7454325121716174,75.82104380319967,0.21705776539527508,0.01085288826976376
3,94.07345843363278,-19.248129746327102,-1.647208997428617,94.07529124610387,0.13329545244281388,0.006664772622140697
4,85.80302511291592,-14.174990358758672,-0.7556998910015092,85.83957334231111,1.002745088634126,0.13290265234617463
5,81.59755797643489,-17.251415326076543,-2.3418246034837096,81.70030318047502,0.22344,0.3736189237822799
6,79.17685706465733,-23.632685958951086,-1.1435576390452111,79.23296485300405,0.521203639551155,0.20402832126077183
7,81.33481646067315,-19.88691039944834,-1.3025006068317897,81.36304839676288,1.0058478360854033,0.10266158578076377
8,78.63317975760674,-19.64934572732178,-1.5613498670552337,78.68711108599463,0.26843227436537637,0.19611392141057649
9,74.7384556364664,-14.620036867350034,-1.5609480809224323,74.82353123460719,0.4618599946829632,0.30936581142107317
10,82.22736045180672,-16.270966106989604,-1.5722368681725905,82.40534040350438,0.3878259113025099,0.6471998243551452
11,72.43898045807263,-14.067646668029141,-1.8679741025085594,72.48780364454268,0.5603726026168686,0.1775388598910884
12,85.09641260698814,-23.56753545140629,-1.6515863478309167,85.13052385255283,0.4524445015497964,0.12404089296246831
13,88.28001844897506,-20.093094944499075,-0.6283253336728238,88.29073798888386,0.4644309330108174,0.038980145122943385
14,85.73300568809604,-18.1282960616515,-1.2300447411180953,85.73445033866517,0.10506549593780941,0.005253274796890481
15,88.69614645939802,-17.79761356220583,-1.2547867178723804,88.7171902827761,0.33020679582048035,0.07652299410207826
16,89.10772245357843,-21.645736787015842,-1.1353483850630628,89.13601169374625,0.4072950341900903,0.10286996424664374
17,83.76134992581811,-14.195812150795183,-1.7367704552785965,83.79781795309098,0.20747629212131227,0.13261100826497818
