,CO2,CO2 bad,Norwegian Balance,Norwegian export,Germany,Platforms
0,106.20174893461673,106.83255939180128,-0.22224254470140162,-0.0,6.780422041740612,2.2938562079438105
1,116.60423660148592,117.86313134653405,-0.6409631319111339,-0.0,9.233965399687166,4.577799072902286
2,112.84553052894186,113.05051335168781,-2.4344326968862378,-0.0,4.585543429706561,0.7453920827125656
3,127.14945147071472,127.5045090005715,-2.8908427258883163,-0.0,5.123398889675608,1.2911182903883032
4,115.95997325464022,116.80898699695621,-0.4838537167481063,-0.0,6.51658944697044,3.0873226993309095
5,114.48213479670932,114.9631299310894,-1.0188072793683487,-0.0,4.334479644269392,1.7490732159276106
6,116.37926510623551,116.7637062676679,-4.904311492060963,-0.0,3.754442279005192,1.3979678597541303
7,115.97473278927886,116.80538179156339,-4.37730185741573,-0.0,5.552319405222332,3.0205418264892065
8,116.17734212445146,116.64098200052786,-3.2076881251871985,-0.0,4.708967752515083,1.6859631857323687
9,108.51069393197247,109.18124512520333,-1.5050691752434355,-0.0,7.486939311537555,2.4383679753849488
10,116.92466902564536,117.45842019576493,-1.4433001117069364,-0.0,6.535455829907454,1.9409133458892938
11,104.13497270725134,104.94521896082072,-0.4523211912055742,-0.0,6.979466328589365,2.9463500129796163
12,121.83178397071909,122.21682988263738,-4.971784800205463,-0.0,3.6880611241259937,1.4001669524302
13,124.39487551045679,124.87627277564602,-2.906888663781606,-0.0,4.648414603825895,1.7505355097789952
14,120.35457684503199,120.71136729334535,-1.0297632222761997,-0.0,4.269431260587658,1.2974198120486276
15,124.05373810088204,124.54695124392074,-2.0762799763909063,-0.0,5.476630353056864,1.793502338322527
16,126.687330202263,126.9618084158732,-3.789003765155352,-0.0,4.319884279117107,0.9981025949462076
17,118.15860635322211,118.79877731504206,-0.02225591569207469,-0.0,7.382655274783794,2.3278944066180256
18,106.47139239476368,107.02165376995008,-2.8677090311166737,-0.0,5.085316265303381,2.0009504552232458
19,119.10296203316021,119.9194352227945,-1.6240483395257004,-0.0,6.297459654350219,2.9689934168519656
20,120.7855764800973,121.09427820736838,-2.8706279483455455,-0.0,4.305313344787097,1.1225517355311578
21,127.30402103252555,128.188195013498,-1.392978576815972,-0.0,7.58504279045579,3.2151781126270462
22,121.12167166285231,121.83042089861762,-1.5802683595445044,-0.0,6.16652897856468,2.5772699482374555
23,120.78329014040027,121.10136317969413,-1.24631264427223,-0.0,4.896549264573199,1.1566292337959032
24,102.92498122446915,103.91191079622082,0.5087231082869379,-0.0,7.542181447678388,3.5888348063697695
25,113.78379215131218,114.35645626815666,-2.8353371140196733,-0.0,6.386671529925436,2.0824149703435846
26,128.7146879179899,129.2197560513693,-2.1369864021507623,-0.0,6.1846767173238915,1.8366113941069209
27,119.57796552082539,119.98559989684331,-1.8494534271683767,-0.0,5.940625180912262,1.482306821883349
28,123.33445275174293,123.54950894299046,-2.6405266276200496,-0.0,5.291545112585471,0.7820225136273635
29,115.68642587228838,115.95374163315206,-2.854592058526432,-0.0,4.375293695526048,0.9720573122316271
30,115.66772007632872,116.20077457290542,-3.620071968784624,-0.0,5.101223763684453,1.9383799875516279
31,104.72708427670108,105.36999869320528,-1.7091241835418143,-0.0,6.232771971605347,2.3378706054697656
32,116.88945069073719,117.32418797470824,-2.720441495304071,-0.0,4.162704538888313,1.5808628508037839
33,117.47339882982133,117.96743663601696,-1.0427802834171025,-0.0,5.337333933479793,1.7965011134386222
34,114.95008939149906,115.35496343660157,-3.403041080224214,-0.0,4.5031450178539885,1.4722692549181406
35,104.45460131176334,105.15792122679022,-0.12852604954427435,-0.0,6.572214612155525,2.557526963734132
36,109.10915368374503,109.56572859569553,-1.063713247202169,-0.0,6.273519304259395,1.6602724070926609
37,106.13927845773773,106.53233628976449,-2.108325037817315,-0.0,5.415884996979916,1.4293012073699933
38,109.22471532171542,109.96327064031725,-0.7755749312650314,-0.0,6.292089671757963,2.6856557040066096
39,113.86725356335931,114.42574785845484,-2.8326670806136627,-0.0,6.494566204212119,2.03088834580187
40,116.22376703920092,116.52100815171795,-4.092109945520468,-0.0,3.675072284644178,1.080876772789197
41,119.53699332288313,120.0197854151714,-0.9086294697297532,-0.0,6.531029979909213,1.7556076083209837
42,113.7607157652664,114.46891606342272,-0.7552333119090544,-0.0,6.350918567310733,2.5752738114775244
43,117.95617401931842,118.35679577214262,-2.05405979155264,-0.0,4.8077203926273615,1.4568063739061834
44,125.23420013617529,125.53963491747281,-2.5505424921095936,-0.0,3.5109091127466483,1.1106719319909906
45,124.32164909481864,124.6812384509224,-2.2359341201574177,-0.0,5.401804111869964,1.3075976585591034
46,118.47316874536169,118.89751804799408,-1.170042911609464,-0.0,6.103150328849544,1.5430883732086893
47,114.24306869187251,114.74985399317744,-0.31605968423249875,-0.0,6.861918612662119,1.8428556411088333
48,121.97674911017585,122.62760570977544,-1.358588786545346,-0.0,6.565747566655381,2.366751271271286
49,117.34632520986703,117.58987588099815,-2.7744475564458657,-0.0,5.0382515700293675,0.8856388041131662
50,109.93834241092458,110.5392011550889,-4.192234974061214,-0.0,5.391235649583266,2.184940887870233
51,113.04076789581173,113.66521570731251,-1.5241001900288147,-0.0,4.7739030159137545,2.270719314548315
52,111.65944014654364,112.60220614158631,-0.4201124948961758,-0.0,8.151372149443569,3.428239981973338
53,121.31319993532838,122.04761407776773,-1.9217011691885026,-0.0,6.1519571841996985,2.670596881597608
54,108.1173021356158,108.56496804783116,-1.112188697161934,-0.0,6.18488593461875,1.627876044419498
55,124.5689139846266,124.95029753976387,-2.2955341554311084,-0.0,5.3831877053931745,1.3868492914082058
56,107.59029693370891,108.33729518417142,-1.5128650326858,-0.0,6.089239076125238,2.716357274409107
57,119.82354744980242,120.00844223821625,-5.175520737000874,-0.0,4.135132500082694,0.6723446851411848
58,123.13461071185286,123.58110354993643,-3.0531508900780397,-0.0,5.6312178769947545,1.6236103203038792
59,109.44716696738202,109.76379139344913,-3.509239972997381,-0.0,5.344089646886746,1.151361549334939
60,114.54434662817332,115.00290787476335,0.1165661235159235,-0.0,5.651571940604825,1.6674954421455976
61,117.81924835022043,118.17205349307727,-3.1047156290487243,-0.0,5.284301182686924,1.2829277922066813
62,116.16301478867598,116.69198845361875,1.0759477734176113,-0.0,5.976111900143277,1.9235405997918895
63,122.72174012825958,122.94760359030542,-5.780497893379217,-0.0,4.37870174086493,0.8213216801666419
64,127.55055167497983,127.8422001237651,-4.1725763980345585,-0.0,4.0583383256503165,1.0605398137645508
65,117.8352602164649,118.50900520905645,-0.2614239404340647,-0.0,6.120132856778358,2.449981791242009
66,110.77384344791302,111.56225444539196,-0.8851512314074775,-0.0,7.042909975861947,2.866949081741521
67,121.14242773779165,121.73459469418958,-1.5382415259195883,-0.0,6.297154200177446,2.1533343869015287
68,121.97289850614268,122.38264305087799,-4.318199698254666,-0.0,4.845122053833982,1.4899801626738163
69,125.44268348190703,125.86488570108558,-3.1904875724595607,-0.0,5.0624872887237355,1.5352807970129179
70,120.69013674255942,121.08829652698232,-2.476600901787025,-0.0,4.335972250565437,1.4478537615377796
71,115.19883672896742,116.09481829866617,0.05629417423170293,-0.0,7.380392049130508,3.2581147989045496
72,124.69611731292788,125.01332046937782,-0.20880459605246735,-0.0,5.051625503839112,1.1534660234543122
73,121.03690515009737,121.58606458680492,-1.94875765772351,-0.0,5.46478142342089,1.9969434062093103
74,118.00948491453354,118.86897573449363,-1.1035255589050297,-0.0,8.136330860247563,3.1254211634912688
75,120.90912025454112,121.69597314839594,-1.1517305984787778,-0.0,6.347493788274224,2.861283250381149
76,118.78928511022686,119.30309131090851,-0.7222038274628185,-0.0,6.870953938781912,1.868386184296941
77,108.28427635935154,108.80917908517729,-2.7201120312160345,-0.0,5.05819751178288,1.908737184820897
78,117.9741554825074,118.63317594292832,-1.4248247877475912,-0.0,7.159975213434026,2.396438037894239
79,125.81319666120758,126.23727780768938,-2.344307022536984,-0.0,4.589580887624534,1.5421132599338265
80,120.40954809188617,121.08546212759033,-1.349112813286693,-0.0,6.036512105913578,2.4578692207423973
81,104.53421752343911,105.2306713201786,-0.883268769932691,-0.0,6.994673190660758,2.53255926087087
82,113.81619206913027,114.41555849962917,-2.540946268199868,-0.0,5.684825925264757,2.1795142927232787
83,129.91347224433355,130.17533665786522,-3.2492765739304916,-0.0,3.1104002292341217,0.9522342310243318
84,112.71847664601776,113.2605773960993,-0.9786984441721581,-0.0,5.009964335611045,1.9712754548419407
85,110.11474127947949,110.63537177144941,-1.2837773621616344,-0.0,5.288953379395215,1.8932017889815653
86,120.8014913681166,121.22881332093644,-1.2788750324445919,-0.0,6.260826323672368,1.5538980102539146
87,119.84741887163446,120.45238448520385,-1.2073068624431103,-0.0,6.328615317931127,2.1998749584341843
88,126.50671054991926,127.03409639726105,-1.233435946956668,-0.0,6.074922970002499,1.9177667176064856
89,119.34671155866286,119.78097292709222,0.38574194237787834,-0.0,5.981674748329668,1.579132248834059
90,104.2936369864326,105.01196215500406,-2.096073577567408,-0.0,5.245378992002233,2.6120915220779772
91,121.33122923638273,121.86483834721629,-1.7851387233273788,-0.0,5.646358794985961,1.9403967666675725
92,109.71998459514111,110.50425122873288,-2.148765200054386,-0.0,6.65509846458442,2.8518786676064263
93,131.72176377970817,132.34370093770335,-3.0174175228997915,-0.0,5.598184769171189,2.2615896654369436
94,112.48125072888433,112.79386646190476,-1.45669018435622,-0.0,4.759944629382516,1.13678448371059
95,114.08730377499144,114.89085540397652,-0.9330957911990182,-0.0,8.411559727040455,2.922005923582106
96,119.87322430704027,120.28086551127687,-4.332099136541629,-0.0,4.192408998802962,1.482331651769426
97,115.36522595219613,116.13522876066506,-0.4713722017209269,-0.0,8.20854966947594,2.8000102126142794
98,117.56407084407051,117.82532822866546,-2.9429174282952,-0.0,4.948186902921425,0.9500268530725382
99,114.7752407767646,115.09312511403007,-5.685923107225966,-0.0,3.259148933055931,1.1559430446017291
100,121.27279809738167,121.76605559212581,-0.5010158860059366,-0.0,6.572753908785371,1.7936636172514213
101,122.76916054361895,123.29213337521583,-2.6779697452998152,-0.0,5.258931442777138,1.9017193876249692
102,116.90655029588868,117.29157848516185,-2.4403074902120885,-0.0,4.643072946523251,1.4001025064479113
103,126.50922815402353,126.84227850174139,-11.040393755663848,-0.0,4.0607498886415145,1.2110921735195017
104,115.87517283276468,116.30250309212629,-3.113608191698193,-0.0,5.910806219363054,1.5539282158604009
105,116.13159039987649,116.6059251578716,-2.4614049310383233,-0.0,6.255307320015556,1.7248536654368152
106,128.64205582195984,128.91851953793505,-4.6160765971398705,-0.0,4.341637136390856,1.0053226035462797
107,122.42317796377351,123.29465785427927,-0.540415647617179,-0.0,7.365222394492075,3.169017783657276
108,114.68012924960787,115.1766139984509,-0.26105952927128223,-0.0,6.379455832118771,1.8053990867018765
109,114.44798999382427,114.91617846674832,-3.2132068719276075,-0.0,5.629933348668358,1.7025035379056406
110,122.60201575880198,123.29671248129947,-0.7543102782757459,-0.0,6.007233673328605,2.5261698999907907
111,121.86834769667679,122.07692664348484,-3.4042532046963263,-0.0,4.781930201166209,0.7584688974837988
112,125.24001190590275,125.7546909348265,-1.3996263792794408,-0.0,6.89895367717411,1.871560105177282
113,108.76013488319315,109.35093597474425,-1.8621895511119841,-0.0,6.109269144567076,2.1483676056403755
114,119.33014990955077,120.3198341137523,0.6076695433325358,-0.0,7.495085783336535,3.5988516516419393
115,114.67812228802472,115.40887728259639,-0.2978120968153933,-0.0,7.150208827184034,2.657290889351541
116,131.491026564489,131.8150412050756,-1.838862525014545,-0.0,6.158529651587734,1.1782350566785238
117,126.70317816669863,127.18370491990494,-1.4067699070178379,-0.0,5.38469879966962,1.747370011659291
118,115.84123787845725,116.44349721644797,-2.009684073564723,-0.0,5.942021450579749,2.190033956329922
119,125.1343939009086,125.81151131098069,-1.0009263365532375,-0.0,5.43342402871353,2.4622451275348793
120,113.25815913441728,113.78761987625583,-1.470317154479472,-0.0,5.639524558809774,1.925311788503804
121,110.46063590501245,110.78131911281913,-2.6330380303885406,-0.0,5.481388391107052,1.1661207556606552
122,117.21849307592375,117.99493441260327,-1.2968749998354203,-0.0,6.373679000608139,2.823423042470995
123,121.85149526117482,122.1836781644025,-2.4543484267649283,-0.0,4.1582521502197185,1.207937829918834
124,120.35072968205021,120.59894510904414,-2.232084124933696,-0.0,5.291392574319216,0.9026015527051652
125,114.56324928131806,115.42641336622512,0.9954077579764858,-0.0,7.575516886814809,3.1387784905710783
126,125.85952990603923,126.44486403573028,-4.11881209009671,-0.0,6.216853151106676,2.128487744331076
127,117.32408475939222,117.6214784831069,-3.493447035489057,-0.0,5.285360265861571,1.0814317225988646
128,127.12956435024527,127.5410592942829,-1.22859435258762,-0.0,6.770498270330356,1.4963452510459063
129,104.98718826098919,105.59682511438376,0.15201162194823054,-0.0,5.802424621495471,2.2168612850711678
130,116.08086383247846,116.52910909810699,-2.430719299014229,-0.0,5.377575409819264,1.6299827841036962
131,133.58785322746414,133.94260099201782,-3.2854649135978344,-0.0,4.8241927246976495,1.289991871104253
132,126.64474764408934,126.98532026312307,-2.6045097777015376,-0.0,4.712081783188618,1.2384458873954012
133,109.50397004620656,110.26837651096155,-1.0564966201981427,-0.0,6.888130161239386,2.779659871836332
134,130.0555644206518,130.3548181861596,-2.610517717872283,-0.0,4.659811927513591,1.0881955109374981
135,115.01208597142023,115.85826513323265,-0.27181012851661723,-0.0,7.916450777661333,3.077015133863365
136,123.92020111441278,124.1732454458053,-2.388767405887039,-0.0,4.708617700015432,0.9201612050637057
137,120.84200647401201,121.19544647235003,-1.2184602966191231,-0.0,6.1615417612438925,1.285236357592744
138,124.62924169189948,125.01660966539038,-1.176626022917809,-0.0,5.653883354549795,1.4086108126942256
139,116.36198118177879,116.69392953985104,-2.3326962316164885,-0.0,5.672475155665906,1.2070849384445597
140,113.86460598169745,114.06080444513837,-1.6530741372136053,-0.0,4.704850279599544,0.7134489579669633
141,108.39481388569754,109.01532765558699,-0.4034616552576483,-0.0,6.280862445202716,2.2564137086889473
142,111.7620873954098,112.23622170245862,-2.3936055848235074,-0.0,4.181846478072246,1.7241247529048676
143,122.97407357700996,123.37524778924158,-1.7138024663170552,-0.0,6.0211070685001475,1.458815317205901
144,103.43019675203621,103.88632272058776,-2.5057025022874204,-0.0,5.6416101970641845,1.6586398856419904
145,112.0208278273752,112.35844076506301,-2.783878059601522,-0.0,4.759861338685304,1.2276834097738154
146,111.5477284669599,112.4695127991921,-1.942363863138468,-0.0,6.0317232464182915,3.3519430262989296
147,120.11672016687977,120.58994122435277,-3.66132821206384,-0.0,5.098989868065289,1.7208038453563275
148,126.92966618977572,127.04709824316059,-5.027235759291694,-0.0,3.417253310482937,0.4270256486722484
149,110.86490809332874,111.32550157865003,-0.6681746393629466,-0.0,6.374306802655819,1.6748854011683623
150,120.08943355111954,120.79616715236223,-3.8762965734754595,-0.0,4.599588739185776,2.5699403681552364
151,121.68805756416391,122.24669813589624,-3.416829386069901,-0.0,5.319743690493786,2.0314202608448633
152,111.6283749051752,112.2117538791922,-4.631731210920438,-0.0,5.861231496381871,2.121378087334503
153,122.66429001614624,123.2812738707045,-0.3318520736137645,-0.0,6.924102157147892,2.2435776529391545
154,123.6483846262144,124.33163621333418,-3.166210348737972,-0.0,6.23673190230742,2.484551225890088
155,133.65878542777037,134.04981100194456,-1.3945388064944515,-0.0,5.62402450691766,1.4219111788152636
156,116.42017228141681,116.92406014675699,-3.9272091278907166,-0.0,5.15133342457411,1.8323195103279575
157,115.30128499491306,115.65696085593983,-4.2105295739223845,-0.0,4.492482152401777,1.2933667673701574
158,116.33424829320836,116.96783384449357,-1.6437396199990497,-0.0,5.3990379070935175,2.3039474592189984
159,114.44547969444301,114.97528552401893,-0.9310014863945814,-0.0,6.926130060213071,1.9265666530033843
160,119.28065949422698,120.01819988824879,-0.23083351680735545,-0.0,8.242955063439998,2.6819650691702446
161,115.98473214871741,116.81889891790038,-1.1069924920278846,-0.0,7.032549701011978,3.033333706119952
162,128.47471520127456,129.09672425622557,-3.2855462153815926,-0.0,6.459576581316171,2.261851108912721
163,108.87267575924919,109.13222200106196,-2.8975759144382525,-0.0,3.4318023534026705,0.9438045156828319
164,120.99799297771068,121.34113766643299,-4.283648322295759,-0.0,4.797210348350064,1.2477988680810699
165,98.80329202185352,99.28678475533283,-0.06975069511047192,-0.0,6.312186615846634,1.75815539447024
166,113.16281018826575,113.84395643739808,-1.8337362762799667,-0.0,6.251105404180671,2.476895451390282
167,111.60015563257349,112.27288966475632,-1.947227685112443,-0.0,6.286723472160428,2.446305571573928
168,117.6384260495754,118.22200024576897,-0.39920193268269694,-0.0,5.584071022590409,2.122087986158476
169,119.53256390995544,120.09494101641566,-1.788534490036991,-0.0,6.2824257809047825,2.0450076598553486
170,115.71159660523772,116.47133174779135,0.19301774565255106,-0.0,7.818448833515164,2.762673245649596
171,114.59221480935196,115.44622202683011,-1.3620754734872278,-0.0,5.279944899358051,3.1054807908296533
172,120.7079948142353,120.98234367757688,-2.051897450607984,-0.0,4.274536082230479,0.9976322303329378
173,110.0019370756346,110.6009637469728,-1.2977637634728918,-0.0,6.539167026076636,2.178278804866128
174,119.30607394097471,119.84636261633338,-4.046929755213471,-0.0,5.262131540238266,1.9646860922132994
175,118.63878326258913,119.19014478279742,-3.4341231682921336,-0.0,5.522170596205572,2.0049509825756457
176,118.65242037065477,119.28929059935166,-1.4375743708032747,-0.0,7.031394279128772,2.315891740715923
177,122.61635363398831,123.2182947740046,-1.581453066612899,-0.0,5.755597363523069,2.1888768727864885
178,110.97735222898912,111.7219684665553,-1.971640011240181,-0.0,6.349450095838671,2.7076954093315657
179,104.33518330495885,104.92835712692637,-0.911142083573881,-0.0,7.5853606413113726,2.1569957162455426
180,118.33243430103373,118.7100823801564,-4.452431360927715,-0.0,4.306228067997682,1.3732657422642331
181,110.42005863111056,110.73712692422497,-5.59610782043629,-0.0,3.780168443274415,1.1529756113250424
182,121.55565898026495,122.16231716868487,-1.8831225496537083,-0.0,6.3657193813048085,2.2060297760723793
183,107.26087169535926,107.93358914914741,-2.5487780387736283,-0.0,6.792506368024148,2.44624528650238
184,126.62300565215119,127.11981930689988,-1.0614061023150347,-0.0,5.782118921345947,1.8065951081770297
185,126.01929274469155,126.4895497903985,-3.928492397813458,-0.0,4.373927472469637,1.7100256207525466
186,121.33783680760602,121.8427401971877,-3.83155726709485,-0.0,5.355719232858095,1.8360123257515366
187,118.1932669607395,118.45837795422538,-3.3125464987269333,-0.0,5.014309912375644,0.9640399763122959
188,127.61532488468627,128.05976441279486,-0.917940553563348,-0.0,4.748892298524558,1.6161437385766952
189,121.42485339459945,122.12298000006852,-2.1814301122111557,-0.0,6.150770114118298,2.538642201705739
190,102.04991191210178,102.48495756602662,-1.5210726406910506,-0.0,6.045697921721858,1.5819841960903773
191,126.25235525580489,126.52889813648218,-2.708217398689114,-0.0,5.267920089737454,1.0056104751901696
192,121.28605174939425,121.57077710194467,-2.5322313082776806,-0.0,4.84560505125315,1.0353649183652134
193,108.63387411881442,109.27556251586952,-0.6388923385748015,-0.0,7.031260139629258,2.333412352927635
194,106.69967540264699,107.51491087919054,-1.208063471674826,-0.0,6.603132132373927,2.9644926419765545
195,119.52554565949582,119.92581308628225,-3.1992188315845516,-0.0,4.772858241455715,1.4555179155869788
196,116.49232518762254,116.73623203827289,-4.365647237232991,-0.0,4.1036860975339575,0.886934002364862
197,116.21767768353246,116.67491877415003,-2.7911960215209435,-0.0,4.563694606712819,1.6626948749729842
198,125.40661711493702,125.55965659073745,-2.2928478395241747,-0.0,3.350994720706258,0.556507184728758
199,107.32036631769085,108.0431598129874,-0.06564349710378749,-0.0,7.705720327756311,2.6283399828965166
200,121.82665645242005,122.15441711409244,-2.775675399580391,-0.0,4.53908742768064,1.1918569515358741
201,119.97136992166148,120.46288194688094,-1.093563037904758,-0.0,6.685520693299314,1.787316455343423
202,116.82509830235252,117.36161379687256,-3.576786251253304,-0.0,5.572446374792917,1.9509654346183456
203,127.42472120464778,127.88536402386545,-3.6028531862331428,-0.0,4.602374718878676,1.6750647971551333
204,121.3315179350582,122.01775588301122,-1.062806639735791,-0.0,5.974180019699832,2.495410719829195
205,119.03606522073905,119.55483043485921,-2.3956939312796806,-0.0,6.089933202328823,1.8864189604369614
206,118.32777418116548,118.75088341761231,-1.4516071166938949,-0.0,6.996366421405255,1.5385790416248366
207,129.44558567164847,130.16576191631668,-0.7506356251494358,-0.0,7.6190989563914115,2.6188227078844797
208,114.65909189248683,115.5761197901522,-0.8001693390084319,-0.0,6.330702272425816,3.3346469006013475
209,118.92690967244515,119.32661257592694,-1.8941323832099788,-0.0,4.223365960848095,1.4534651035701638
210,127.1729702409972,127.62920551969815,-2.0658867482307715,-0.0,6.819452220831324,1.65903737709436
211,121.27376208897779,121.59858483568193,-3.501618771261395,-0.0,4.990382399970686,1.1811736243787594
212,120.7714972579395,121.41252180695663,-4.345522727688184,-0.0,5.910932869067774,2.330998360062353
213,113.36831598539116,114.05024237485912,-3.194859992500458,-0.0,5.978159603760085,2.47973232533806
214,115.85881000969628,116.42601038418951,-1.0457776440277826,-0.0,5.934285012987468,2.0625468163389855
215,127.33611040373108,127.81795628777999,-2.6052505571178584,-0.0,6.088798334717001,1.7521668510869781
216,106.8381716632114,107.2984042910346,-2.9466271678375695,-0.0,4.699202676944813,1.6735731920844472
217,117.56069496256595,117.82972231579268,-5.335315905619586,-0.0,4.109201638050851,0.9782812844608435
218,116.8921016169327,117.41226722866597,-1.671985690687959,-0.0,5.523801949230877,1.8915113153936824
219,110.03378800499743,110.24303281423549,-3.3201360617500044,-0.0,5.358284929398088,0.760890215411097
220,120.63633169150667,121.20653237920718,-2.2954156585842758,-0.0,5.4140592804118395,2.0734570461836284
221,114.44185364092708,114.90062574543846,-1.1605427277952198,-0.0,4.990610601918192,1.6682621982232029
222,119.44961154115911,120.10620084826039,-0.1270804729475847,-0.0,7.430762602527202,2.3875974803682576
223,119.34620323997217,119.74649335718425,-1.7849064309842777,-0.0,4.381952231296313,1.4556004262257698
224,111.67920992830214,112.0393862086997,-1.0872212345135663,-0.0,4.371271846715137,1.3097319287183626
225,121.74649544125145,122.20353800300595,-2.078402862906835,-0.0,5.48129179489718,1.6619729518345174
226,107.55269502588718,108.15514558406056,-1.6481371557413715,-0.0,7.769583302652672,2.190729302448672
227,111.2315769644124,112.14827757041864,-0.38144695815464996,-0.0,6.6066392148442175,3.333456749113598
228,120.25380989296393,121.15194078595675,-0.1876823832918806,-0.0,7.474956274081415,3.2659305199739244
229,115.95360510224032,116.70738309574567,-0.7576893220693516,-0.0,6.180201192607487,2.7410108854740476
230,124.06737932234877,124.34212860335387,-1.0268559385641949,-0.0,5.568459908061053,0.9990882945639807
231,122.67562657536803,123.10002776230556,-3.1254771734155278,-0.0,4.83288554785018,1.5432770434092369
232,115.07768923679569,115.53526633925345,-3.193237781171309,-0.0,6.501089828652178,1.663916736210096
233,129.25214883995415,129.4170095193985,-4.157645478537194,-0.0,3.2670893191520722,0.5994933797976973
234,121.77457380805,122.03399460848236,-2.5985015940292344,-0.0,5.890098627495835,0.9433483652086615
235,128.30083936133875,128.66452769762785,-0.8728393990762024,-0.0,6.296495399218935,1.3225030410512375
236,113.14984219226987,113.53984807152199,-4.410186711264637,-0.0,5.380909466360141,1.4182031972804574
237,116.85251900859562,117.46874047901747,0.4284066853618915,-0.0,6.44634391227917,2.240805346988515
238,111.95113483370343,112.82048292235135,-0.09258118080070103,-0.0,8.056683703236727,3.161265776901534
239,122.83684124323563,123.23682976188454,-2.925848963822888,-0.0,4.272069179245393,1.4545037041778464
240,113.34537566721846,114.13523502787547,-0.830890536116871,-0.0,6.274678127664764,2.8722158569345724
241,121.12167320565558,121.35715781376601,-4.61255839498178,-0.0,3.5088658289646726,0.8563076658560766
242,113.28575508651993,113.92989548952319,-0.96398058287491,-0.0,6.492394023084803,2.3423287381937135
243,112.51929799032297,112.8786654141144,-1.695937902523792,-0.0,5.348673543154252,1.3067906319688258
244,121.84979618933222,122.13808184752192,-3.599311113713944,-0.0,4.317736496121449,1.0483114843261347
245,120.67212926612414,121.17982195207895,-3.379216366207179,-0.0,6.696893154180346,1.8461552216538653
246,110.38011226727441,111.18133651687528,0.797087595611918,-0.0,7.470479225130195,2.9135427258213173
247,118.61970531610828,118.96895665507331,-2.048460928884146,-0.0,5.339896529693354,1.2700048689637762
248,109.86496491647475,110.25939056674018,-4.121818952628132,-0.0,5.000025237819647,1.4342750918742708
249,108.687696140779,109.34023072747331,-0.9866386923684166,-0.0,7.851569643857726,2.3728530425247745
250,113.97969323003105,114.32609804727839,-2.7081580062190116,-0.0,4.461508449255857,1.2596538808994397
251,105.9947843702682,106.58800555875756,-1.966323610003686,-0.0,6.71176461332226,2.1571679581431225
252,117.21306464627075,117.47917379413457,-0.8668071658779033,-0.0,6.159078656631011,0.9676696285956894
253,111.55161917472982,112.08066092411978,-2.174944961664287,-0.0,5.239374029581686,1.9237881795998797
254,114.92903731628914,115.47297567062908,-5.019010965100899,-0.0,5.141530898935136,1.977957652145245
255,118.09326848602919,118.798110859323,-6.7056863548941275,-0.0,4.235556063517527,2.5630631756138604
256,110.72848904475225,111.39473407234763,-0.12720085691240313,-0.0,7.577000213955388,2.422709191255877
257,123.03047767729151,123.49767707416714,-1.155432677665233,-0.0,5.6267051014507246,1.6989068977295076
258,100.62600505851012,101.6748382997014,-0.3226213300649016,-0.0,6.840901424704531,3.813939058877384
259,128.78527132014239,129.07667813556668,-5.057053918889485,-0.0,4.745527362437935,1.0596611469973918
260,117.44703994390399,117.92067570351463,-2.6414180245942243,-0.0,3.9471176418214333,1.7223118531296193
261,128.68611304237322,129.0552345665156,-2.4274603378462856,-0.0,4.737297096835725,1.3422600877905129
262,120.79881115867016,121.23225547185781,-3.5824107545866593,-0.0,4.95847695690692,1.5761611388642005
263,116.23192853991999,116.67215446994942,-5.559517278674724,-0.0,5.597124404734581,1.600821563743378
264,111.63740158227992,112.38861135104415,-1.1704378267456472,-0.0,5.783752588970252,2.7316718864153398
265,112.39483522289056,112.80842873767517,-3.2548929011024867,-0.0,5.326482796005953,1.503976417398594
266,115.8036445469051,116.23773850560443,-1.4515806247122232,-0.0,4.257361116515942,1.5785234861793482
267,127.93102312774676,128.37753825588175,-8.87179490816036,-0.0,4.0786477210170675,1.6236913750363393
268,110.44489006462317,111.30359144750363,-1.5425962911839737,-0.0,8.4351377054111,3.1225504832016937
269,112.18255412178412,113.15868970270925,1.3299926022164519,-0.0,7.008636676883229,3.549583930636891
270,104.26016662357989,104.58669460389922,-2.7236273379023044,-0.0,4.977888708445956,1.1873744738884475
271,111.40617126055861,111.85112991028689,-3.5475757074837704,-0.0,5.2589370494341106,1.618031453557375
272,111.62990791602438,112.21913520044447,-1.618015352725912,-0.0,5.937103086523014,2.1426446706184983
273,122.59063701516962,122.89042672631639,-2.693613782269242,-0.0,3.0255438100726995,1.0901444041700814
274,119.54648345405276,120.18611885548908,-1.2627521092973766,-0.0,5.41935984876307,2.325946914313917
275,118.3924265531337,119.13366037198072,-2.16896156992388,-0.0,5.960029320553134,2.695395704898316
276,117.87030631057972,118.56988434122957,0.1684549704596135,-0.0,7.338190609015698,2.5439201114539767
