,CO2,Norwegian Balance,Norwegian export
0,54.61798437970398,11.408643785667975,4.867782555099387
1,59.99798394538907,13.357536109794424,8.56288652398856
2,55.769284063011284,4.166849829120575,3.864437521157127
3,72.28516394335222,8.396343909483628,6.413691850620877
4,65.02889443136598,11.033800596299631,6.215210947296972
5,61.316997754812945,9.63813945635366,3.591094333999941
6,58.73910482145478,6.079061100253273,5.095650203869521
7,60.866909479369895,11.284599474158302,5.109440191095272
8,57.24075059515138,7.57067573861845,5.558328503965192
9,53.49302946710649,12.80345434666277,6.047357360601671
10,61.02327324310729,11.39029085810901,5.503725900606422
11,51.79231505657878,12.034118956621397,3.9804974541760982
12,64.94669069686586,6.80118563609361,3.9639228031537495
13,66.69313364961751,6.07916745395369,6.483763610749631
14,65.99479320423818,4.15296139913832,3.485440175917797
15,68.83555215199118,6.224119212079784,3.8292967734202636
16,68.67073028564376,6.662730981705476,4.9989851267521574
17,61.65339357531738,15.431127627879823,7.370140383297396
18,49.47425947723888,10.027250075943856,4.140363856859715
19,62.44416130628266,12.803120499467383,8.855286625003052
20,64.90687116005674,6.769808833603172,5.103881941489968
21,73.40360999905437,10.13029494157748,6.714691446444157
22,64.52095865729613,6.914031382867367,6.542365744050238
23,63.580192736644534,8.774122909581203,4.410840771124655
24,51.26429588682765,12.449971869364006,4.497384618609424
25,55.3858751437417,11.984152134272465,6.522716216626652
26,71.53173203300528,5.582852679208651,7.0179295363470535
27,61.149013605063324,10.534935802325561,6.050769991246041
28,63.316119219175185,5.416477645315543,5.978621252463569
29,58.81212053056992,9.205753751123732,3.932141012361053
30,62.19478101687801,5.632786548213818,2.8524849251341116
31,52.88594167262711,5.155188112170642,1.4488335897165923
32,64.99060979137106,5.869441041080823,2.2799959750386742
33,58.61451949191679,7.155103463027103,4.933414190175509
34,61.87337995341673,3.381153501078679,2.923438405424357
35,52.54023720052576,11.031781556963912,4.032813090020398
36,54.629527347377035,7.10114327111276,2.936043205745705
37,51.63225867697514,11.097023480438933,2.8111691389817164
38,52.37077244355097,7.950134843221878,5.646125725437697
39,58.75517648589419,4.289656653360545,4.237201204515703
40,61.58833723004455,8.982007193348528,3.7752539470446194
41,64.2868056152882,15.56283402988528,7.321792555596451
42,59.915107445932726,15.565868616177056,5.8179747525365855
43,63.54543212914239,6.638991083270187,4.038950809999704
44,68.53977401141974,7.954513996453378,5.264149977841647
45,69.27752720798259,7.409583553706486,4.72534936151818
46,62.25677016681439,6.56804940947463,5.309122348552205
47,58.201355376609385,8.923019900654714,5.3161670637949
48,65.30814071418332,10.84559382126317,5.903661290798796
49,60.50463270896916,6.528661247242443,5.493992845103044
50,54.235017091512205,11.739032667432223,4.631510247061285
51,59.78724374771603,10.807238448169379,3.945284350456506
